Grant ID,Grant Number,Publication Title ,Publication Year,Authors ,Journal,Rubric.OG,CNH Rubric 2,Interdis Rubric 1,Citations,date for cite count,Abstract,Notes,,,,,,,,,,,,,,,,,
grant.2996637,816168,"Creating the Park Cool Island in an Inner-City Neighborhood: Heat Mitigation Strategy for Phoenix, Arizona",2014,Declet-Barreto et al. ,Urban Ecosystems,1,1,1,102,20Apr20,"We conducted microclimate simulations in ENVI-Met 3.1 to evaluate the impact of vegetation in lowering temperatures during an extreme heat event in an urban core neighborhood park in Phoenix, Arizona. We predicted air and surface temperatures under two different vegetation regimes: existing conditions representative of Phoenix urban core neighborhoods, and a proposed scenario informed by principles of landscape design and architecture and Urban Heat Island mitigation strategies. We found significant potential air and surface temperature reductions between representative and proposed vegetation scenarios: 1) a Park Cool Island effect that extended to non-vegetated surfaces; 2) a net cooling of air underneath or around canopied vegetation ranging from 0.9 °C to 1.9 °C during the warmest time of the day; and 3) potential reductions in surface temperatures from 0.8 °C to 8.4 °C in areas underneath or around vegetation.",More than 10 citations - randomly selected 10,,,,,,,,,,,,,,,,,
grant.2996638,816228,"The sociology of landowner interest in restoring fire-adapted, biodiverse habitats in the wildland-urban interface of Oregon's Willamette Valley Ecoregion",2011,Nielsen-Pincus et al. ,Proceedings on the second conference on the Human Dimensions of Wildland Fire U.S. Department of Agriculture,1,1,1,6,12Apr20,"In many parts of the world, the combined effects of wildfire, climate change, and population growth in the wildland-urban interface pose increasing risks to both people and biodiversity. These risks are exemplified in western Oregon’s Willamette Valley Ecoregion, where population is projected to double by 2050 and climate change is expected to increase wildfire risk. Restoring elements of the region’s historic fire-adapted prairie, savanna, and woodland habitats may help to reduce future wildfire risk and help conserve the region’s threatened biodiversity. We report on a mail survey (n = 939) examining the socio-demographic factors influencing private landowners’ likelihood of restoring fire-adapted habitats in the future. We found that newer landowners, landowners with a liberal political ideology, and landowners who have experienced wildfire are more likely to restore fire-adapted habitats in the future than their long-time owner, conservative, or inexperienced counterparts. However, experience with wildfire ceased to be a significant influence when we controlled for underlying landowner motivations for owning their property. Our findings can help planners and scientists better understand and account for the effects of a dynamic human population’s influence on landscape patterns, structures, and composition.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,Sustaining ecological integrity with respect to climate change: A fuzzy adaptive management approach,2010,"Prato, T.",Environmental Management,1,2,1,10,12Apr20,A fuzzy adaptive management framework is proposed for evaluating the vulnerability of an ecosystem to losing ecological integrity as a result of climate change in an historical period (ex post evaluation) and selecting the best compensatory management action for reducing potential adverse impacts of future climate change on ecological integrity in a future period (ex ante evaluation). The ex post evaluation uses fuzzy logic to test hypotheses about the extent of past ecosystem vulnerability to losing ecological integrity and the ex ante evaluation uses the fuzzy minimax regret criterion to determine the best compensatory management action for alleviating potential adverse impacts of climate change on ecosystem vulnerability to losing ecological integrity in a future period. The framework accounts for uncertainty regarding: (1) the relationship between ecosystem vulnerability to losing ecological integrity and ecosystem resilience; (2) the relationship between ecosystem resilience and the extent to which observed indicators of ecological integrity depart from their thresholds; (3) the extent of future climate change; and (4) the potential impacts of future climate change on ecological integrity and ecosystem resilience. The adaptive management element of the framework involves using the ex post and ex ante evaluations iteratively in consecutive time segments of the future time period to determine if and when it is beneficial to adjust compensatory management actions to climate change. A constructed example is used to demonstrate the framework.,,,,,,,,,,,,,,,,,,
grant.2997581,903562,Increasing resilience of natural protected areas to future climate change: A fuzzy adaptive management approach,2012,"Prato, T.",Ecological Modelling,1,2,1,29,12Apr20,"Climate change and variability is a major threat to natural protected areas that is likely to change the mix of ecosystem goods and services provided by such areas in the future. Managers of natural protected areas may be able to increase the resilience of natural protected areas to climate change and variability by implementing compensatory management actions and evaluating their efficacy using active adaptive management. A fuzzy multiple attribute-adaptive management method is proposed that determines the most preferred compensatory management actions for increasing the resilience of natural protected areas to future climate change and variability. Use of the method requires managers to: (1) identify compensatory management actions that can alleviate potential negative impacts of future climate change and variability on natural protected areas; (2) choose the attributes of compensatory management actions used to assess their efficacy; (3) conduct statistically valid experiments in each time period that generate sample values of the attributes; (4) use the fuzzy Technique for Order Preference by Similarity of Ideal Solution to rank compensatory management actions in each time period within a planning horizon; and (5) use the rankings to determine the optimal adaptive management strategy for a planning horizon. The method accounts for uncertainty about the nature of future climate change and variability and the extent to which compensatory management actions reduce potential adverse impacts of climate change and variability on natural protected areas and uses statistically valid experiments to evaluate the efficacy of compensatory management actions. Accordingly, the proposed method is superior to other methods such as safe minimum standard, precautionary principle, minimax regret criterion, scenario planning, and passive adaptive management.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,Potential tradeoffs between economic growth and open lands conservation. A case study in Northwest Montana,2011,"Prato, T.",Society and Natural Resources,1,1,1,3,12Apr20,Potential trade-offs between future economic growth and the conservation of open land adjacent to public protected areas in Flathead County in Northwest Montana are evaluated for nine economic growth–land use policy futures. Future increases in total output and total jobs under three economic growth scenarios are projected using the IMPLAN model. The locations of parcels developed between 2005 and 2024 under the nine futures are simulated using the Ecosystem Landscape Modeling System. Open land adjacent to public protected areas in Flathead County decreases as economic growth and associated land development increase. Implementing a more restrictive land use policy may reduce but not eliminate the loss of open land from economic growth and associated land development. Trade-offs between total output and open land conservation and between total jobs and open land conservation decrease as economic growth decreases and/or the land use policy becomes more restrictive.,,,,,,,,,,,,,,,,,,
grant.2997581,903562,Wildfire evacuation in a post Black Saturday landscape: Catchy slogans and cautionary tales,2012,"Paveglio, T.B., A.D. Boyd A.D., and M.S. Carroll.",Environmental Hazards: Human and Policy Dimensions,2,2,2,26,12Apr20,"Prior to 2009 the United States and Australia were seeing increased interest, implementation and research support for alternatives to evacuation during wildfire – a broad class of strategies that would enable residents to remain in their homes or other designated safe areas during the pass of a flame front. Yet policy discussion of alternatives to evacuation in both countries shifted in the wake of Australia's 2009 Black Saturday Fires, which resulted in 173 deaths and burned approximately 430,000 ha. Soon after, the United States and Australia began implementing new approaches to public and property safety during wildfire events. The goal of this manuscript is to discuss key provisions of these emerging approaches to public safety during wildfire and evaluate their possible legacies. We do so by contrasting approaches in both countries with research insights on alternatives to evacuation during wildfire events. Insights are also paired with broader lessons from research on hazard, risk communication and wildfire. Our analysis provides insight on how emerging approaches could impact broader policy objectives for ‘creating fire-adapted communities’ and/or affect resident responsibility for personal wildfire protection. We suggest ways to influence these possible legacies through careful implementation and possible revision of emerging approaches to public safety during wildfire.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,Understanding evacuation preferences and wildfire mitigations among Northwestern Montana residents,2014,"Paveglio, T.B., T. Prato, D. Dalenberg, and T. Venn.",International Journal of Wildland Fire,1,2,1,28,12Apr20,"There is currently insufficient information in the United States about residents’ planned evacuation actions during wildfire events, including any intent to remain at or near home during fire events. This is incompatible with growing evidence that select populations at risk from wildfire are considering alternatives to evacuation. This study explores the evacuation preferences of wildland–urban interface residents in Flathead County, Montana, USA. We compare the performance of wildfire mitigation and fuel reduction actions across groups of residents with different primary evacuation preferences. We also explore what factors (e.g. actions, demographics, attitudes towards government, risk perceptions) help explain residents’ preferences for evacuation. Results suggest that relatively high proportions of residents are interested in staying and defending their homes, with smaller proportions favouring evacuation or passively sheltering in their homes during wildfire. Vegetation management behaviour differs significantly among residents with different evacuation preferences, including significantly higher rates of forest thinning among those intending to remain at home and actively defend their residence. Other results suggest that sex, part-time residency, income and attitudes towards loss from fire are statistically associated with differences in evacuation preferences.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,An integrated conceptual framework for adapting forest management practices to alternative futures,2014,"Prato, T., and T. Paveglio",International Journal of Forestry,1,1,1,7,12Apr20,"This paper proposes an integrated, conceptual framework that forest managers can use to simulate the multiple objectives/indicators of sustainability for different spatial patterns of forest management practices under alternative futures, rank feasible (affordable) treatment patterns for forested areas, and determine if and when it is advantageous to adapt or change the spatial pattern over time for each alternative future. The latter is defined in terms of three drivers: economic growth; land use policy; and climate change. Four forest management objectives are used to demonstrate the framework, minimizing wildfire risk and water pollution and maximizing expected net return from timber sales and the extent of potential wildlife habitat. The fuzzy technique for preference by similarity to the ideal solution is used to rank the feasible spatial patterns for each subperiod in a planning horizon and alternative future. The resulting rankings for subperiods are used in a passive adaptive management procedure to determine if and when it is advantageous to adapt the spatial pattern over subperiods. One of the objectives proposed for the conceptual framework is simulated for the period 2010–2059, namely, wildfire risk, as measured by expected residential losses from wildfire in the wildland-urban interface for Flathead County, Montana.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,"Simulating effects of land use policies on extent of the wildland-urban interface and wildfire risk in Flathead County, Montana.",2013,"Paveglio, T., T. Prato, and M. Hardy",Journal of Environmental Management,1,1,1,24,12Apr20,"This study used a wildfire loss simulation model to evaluate how different land use policies are likely to influence wildfire risk in the wildland urban interface (WUI) for Flathead County, Montana. The model accounts for the complex socio-ecological interactions among climate change, economic growth, land use change and policy, homeowner mitigations, and forest treatments in Flathead County's WUI over the five 10-year subperiods comprising the future evaluation period (i.e., 2010–2059). Wildfire risk, defined as expected residential losses from wildfire [E(RLW)], depends on the number of residential properties on parcels, the probability that parcels burn, the probability of wildfire losses to residential structures on properties given the parcels on which those properties are located burn, the average percentage of wildfire-related losses in aesthetic values of residential properties, and the total value (structures plus land) of residential properties. E(RLW) for the five subperiods is simulated for 2010 (referred to as the current), moderately restrictive, and highly restrictive land use policy scenarios, a moderate economic growth scenario and the A2 greenhouse gas emissions scenario. Results demonstrate that increasingly restrictive land use policy for Flathead County significantly reduces the amount and footprint of future residential development in the WUI. In addition, shifting from the current to a moderately restrictive land use policy for Flathead County significantly reduces wildfire risk for the WUI, but shifting from the current to a highly restrictive land use policy does not significantly reduce wildfire risk in the WUI. Both the methods and results of the study can help land and wildfire managers to better manage future wildfire risk and identify residential areas having potentially high wildfire risk.",,,,,,,,,,,,,,,,,,
grant.2997581,903562,Adaptively managing wildlife for climate change: a fuzzy logic approach,2011,"Prato, T.",Environmental Management,2,2,1,11,12Apr20,"Wildlife managers have little or no control over climate change. However, they may be able to alleviate potential adverse impacts of future climate change by adaptively managing wildlife for climate change. In particular, wildlife managers can evaluate the efficacy of compensatory management actions (CMAs) in alleviating potential adverse impacts of future climate change on wildlife species using probability-based or fuzzy decision rules. Application of probability-based decision rules requires managers to specify certain probabilities, which is not possible when they are uncertain about the relationships between observed and true ecological conditions for a species. Under such uncertainty, the efficacy of CMAs can be evaluated and the best CMA selected using fuzzy decision rules. The latter are described and demonstrated using three constructed cases that assume: (1) a single ecological indicator (e.g., population size for a species) in a single time period; (2) multiple ecological indicators for a species in a single time period; and (3) multiple ecological conditions for a species in multiple time periods.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Exploring Space-time Variation in Urban Carbon Metabolism,2011,Hutyra et al. ,Urbanization and Global Environmental Change Viewpoints,1,1,3,4,22Apr20,"Carbon dioxide is a well-mixed greenhouse gas, but how, where, and when it is exchanged with Earth’s surface is a complex spatio-temporal, coupled natural-human problem. Nowhere is this challenge more pronounced than in the urban environment. Fixed objects like buildings and trees, and mobile elements like cars and people, exchange carbon (C) across a wide range of spatial and temporal scales with a dynamic set of driving variables. As cities, states, and nations undertake efforts to reduce and regulate greenhouse gas emissions, we must understand these space-time variations and the underlying drivers of biogenic and anthropogenic exchange in order to develop robust monitoring, reporting, and verification systems. Within urban areas, the concept of urban metabolism provides a framework for monitoring, reporting, and verification that allows us to account for imports, exports, and transformations of carbon within urban areas",,,,,,,,,,,,,,,,,,
grant.2998725,948857,"Terrestrial carbon stocks across a gradient of urbanization: A study of the Seattle, WA region",2011,Hutyra et al. ,Global Change Biology,2,2,3,174,22Apr20,"Most of our global population and its CO2 emissions can be attributed to urban areas. The process of urbanization changes terrestrial carbon stocks and fluxes, which, in turn, impact ecosystem functions and atmospheric CO2 concentrations. Using the Seattle, WA, region as a case study, this paper explores the relationships between aboveground carbon stocks and land cover within an urbanizing area. The major objectives were to estimate aboveground live and dead terrestrial carbon stocks across multiple land cover classes and quantify the relationships between urban cover and vegetation across a gradient of urbanization. We established 154 sample plots in the Seattle region to assess carbon stocks as a function of distance from the urban core and land cover [urban (heavy, medium, and low), mixed forest, and conifer forest land covers]. The mean (and 95% CI) aboveground live biomass for the region was 89±22 Mg C ha−1 with an additional 11.8±4 Mg C ha−1 of coarse woody debris biomass. The average live biomass stored within forested and urban land covers was 140±40 and 18±14 Mg C ha−1, respectively, with a 57% mean vegetated canopy cover regionally. Both the total carbon stocks and mean vegetated canopy cover were surprisingly high, even within the heavily urbanized areas, well exceeding observations within other urbanizing areas and the average US forested carbon stocks. As urban land covers and populations continue to rapidly increase across the globe, these results highlight the importance of considering vegetation in urbanizing areas within the terrestrial carbon cycle.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Mapping urban pipeline leaks: methane leaks across Boston,2013,Phillips et al. ,"Environmental Pollution 
",3,3,3,170,22Apr20,"Natural gas is the largest source of anthropogenic emissions of methane (CH4) in the United States. To assess pipeline emissions across a major city, we mapped CH4 leaks across all 785 road miles in the city of Boston using a cavity-ring-down mobile CH4 analyzer. We identified 3356 CH4 leaks with concentrations exceeding up to 15 times the global background level. Separately, we measured δ13CH4 isotopic signatures from a subset of these leaks. The δ13CH4 signatures (mean = −42.8‰ ± 1.3‰ s.e.; n = 32) strongly indicate a fossil fuel source rather than a biogenic source for most of the leaks; natural gas sampled across the city had average δ13CH4 values of −36.8‰ (±0.7‰ s.e., n = 10), whereas CH4 collected from landfill sites, wetlands, and sewer systems had δ13CH4 signatures ∼20‰ lighter (μ = −57.8‰, ±1.6‰ s.e., n = 8). Repairing leaky natural gas distribution systems will reduce greenhouse gas emissions, increase consumer health and safety, and save money.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,A bottom-up approach to on-road CO2 emissions estimate: improved spatial accuracy and applications for regional planning,2013,Gately et al. ,Environmental Science and Technology,3,3,3,65,22Apr20,"On-road transportation is responsible for 28% of all U.S. fossil-fuel CO2 emissions. Mapping vehicle emissions at regional scales is challenging due to data limitations. Existing emission inventories use spatial proxies such as population and road density to downscale national or state-level data. Such procedures introduce errors where the proxy variables and actual emissions are weakly correlated, and limit analysis of the relationship between emissions and demographic trends at local scales. We develop an on-road emission inventory product for Massachusetts-based on roadway-level traffic data obtained from the Highway Performance Monitoring System (HPMS). We provide annual estimates of on-road CO2 emissions at a 1 × 1 km grid scale for the years 1980 through 2008. We compared our results with on-road emissions estimates from the Emissions Database for Global Atmospheric Research (EDGAR), with the Vulcan Product, and with estimates derived from state fuel consumption statistics reported by the Federal Highway Administration (FHWA). Our model differs from FHWA estimates by less than 8.5% on average, and is within 5% of Vulcan estimates. We found that EDGAR estimates systematically exceed FHWA by an average of 22.8%. Panel regression analysis of per-mile CO2 emissions on population density at the town scale shows a statistically significant correlation that varies systematically in sign and magnitude as population density increases. Population density has a positive correlation with per-mile CO2 emissions for densities below 2000 persons km–2, above which increasing density correlates negatively with per-mile emissions.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Inconsistent definitions of 'urban result in different conclusions about the size of urban carbon and nitrogen stocks,2012,Raciti et al. ,Ecological Applications,3,2,1,90,22Apr20,"There is conflicting evidence about the importance of urban soils and vegetation in regional C budgets that is caused, in part, by inconsistent definitions of “urban” land use. We quantified urban ecosystem contributions to C stocks in the Boston (Massachusetts, USA) Metropolitan Statistical Area (MSA) using several alternative urban definitions. Development altered aboveground and belowground C and N stocks, and the sign and magnitude of these changes varied by land use and development intensity. Aboveground biomass (live trees, dbh ≥ 5 cm) for the MSA was 7.2 ± 0.4 kg C/m2 (mean ± SE), reflecting a high proportion of forest cover. Vegetation C was highest in forest (11.6 ± 0.5 kg C/m2), followed by residential (4.6 ± 0.5 kg C/m2), and then other developed (2.0 ± 0.4 kg C/m2) land uses. Soil C (0–10 cm depth) followed the same pattern of decreasing C concentration from forest, to residential, to other developed land uses (4.1 ± 0.1, 4.0 ± 0.2, and 3.3 ± 0.2 kg C/m2, respectively). Within a land use type, urban areas (which we defined as >25% impervious surface area [ISA] within a 1‐km2 moving window) generally contained less vegetation C, but slightly more soil C, than nonurban areas. Soil N concentrations were higher in urban areas than nonurban areas of the same land use type, except for residential areas, which had similarly high soil N concentrations. When we compared our definition of urban to other commonly used urban extents (U.S. Census Bureau, Global Rural–Urban Mapping Project [GRUMP], and the MSA itself), we found that urban soil (1 m depth) and vegetation C stocks spanned a wide range, from 14.4 ± 0.8 to 54.5 ± 3.4 Tg C and from 4.2 ± 0.4 to 27.3 ± 3.2 Tg C, respectively. Conclusions about the importance of urban soils and vegetation to regional C and N stocks are very sensitive to the definition of urban used by the investigators. Urban areas, regardless of definition, are rapidly expanding in their extent; a systematic understanding of how our development patterns influence ecosystems is necessary to inform future development choices.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Field and remotely sensed measures of soil and vegetation carbon and nitrogen across an urbanization gradient in the Boston Metropolitan Area,2013,Rao et al ,Urban Ecosystems,2,2,3,33,22Apr20,"Understanding the impact of urbanization on terrestrial biogeochemistry is critical for addressing society’s grand challenge of global environmental change. We used field observations and remotely sensed data to quantify the effects of urbanization on vegetation and soils across a 100-km urbanization gradient extending from Boston to Harvard Forest and Worcester, MA. At the field-plot scale, the normalized difference vegetation index (NDVI) was positively correlated with aboveground biomass (AGB) and foliar nitrogen (N) content and negatively correlated with impervious surface fraction. Unlike previous studies, we found no significant relationship between NDVI or impervious surface area (ISA) fraction and foliar N concentration. Patterns in foliar N appeared to be driven more strongly by changes in species composition rather than phenotypic plasticity across the urbanization gradient. For forest and non-residential development, soil nitrogen content increased with urban intensity. In contrast, residential land had consistently high soil N content across the gradient of urbanization. When field observations were scaled-up to the Boston Metropolitan Statistical Area (MSA), we found that soil and vegetation N content were negatively correlated with ISA fraction, an indicator of urban intensity. Our results demonstrated the importance of accounting for the influence of impervious surfaces when scaling field data across urban ecosystems. The combination of field data with remote sensing holds promise for disentangling the complex interactions that drive biogeochemical cycling in urbanizing landscapes. Empirical data that accurately characterize variations in urban biogeochemistry are critical to gain a mechanistic understanding of urban ecosystem function and to guide policy makers and planners in developing ecologically sensitive development strategies.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,"Variations in atmospheric CO2 and carbon fluxes across a Boston, MA urban gradient",2013,Briber et al. ,Land,2,2,3,46,22Apr20,"Urban areas are directly or indirectly responsible for the majority of anthropogenic CO2 emissions. In this study, we characterize observed atmospheric CO2 mixing ratios and estimated CO2 fluxes at three sites across an urban-to-rural gradient in Boston, MA, USA. CO2 is a well-mixed greenhouse gas, but we found significant differences across this gradient in how, where, and when it was exchanged. Total anthropogenic emissions were estimated from an emissions inventory and ranged from 1.5 to 37.3 mg·C·ha−1·yr−1 between rural Harvard Forest and urban Boston. Despite this large increase in anthropogenic emissions, the mean annual difference in atmospheric CO2 between sites was approximately 5% (20.6 ± 0.4 ppm). The influence of vegetation was also visible across the gradient. Green-up occurred near day of year 126, 136, and 141 in Boston, Worcester and Harvard Forest, respectively, highlighting differences in growing season length. In Boston, gross primary production—estimated by scaling productivity by canopy cover—was ~75% lower than at Harvard Forest, yet still constituted a significant local flux of 3.8 mg·C·ha−1·yr−1. In order to reduce greenhouse gas emissions, we must improve our understanding of the space-time variations and underlying drivers of urban carbon fluxes.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Depleted soil carbon and nitrogen pools beneath impervious surfaces,2012,Raciti et al. ,"Environmental Pollution 
",2,2,3,82,22Apr20,"Urban soils and vegetation contain large pools of carbon (C) and nitrogen (N) and may sequester these elements at considerable rates; however, there have been no systematic studies of the composition of soils beneath the impervious surfaces that dominate urban areas. This has made it impossible to reliably estimate the net impact of urbanization on terrestrial C and N pools. In this study, we compared open area and impervious-covered soils in New York City and found that the C and N content of the soil (0–15 cm) under impervious surfaces was 66% and 95% lower, respectively. Analysis of extracellular enzyme activities in the soils suggests that recalcitrant compounds dominate the organic matter pool under impervious surfaces. If the differences between impervious-covered and open area soils represent a loss of C and N from urban ecosystems, the magnitude of these losses could offset sequestration in other parts of the urban landscape.",,,,,,,,,,,,,,,,,,
grant.2998725,948857,Modeling and validation of on-road CO2 emissions inventories at the urban regional scale,2012,"Brondfield, M.N., L.R. Hutyra, C.K. Gately, S.M. Raciti, and S.A. Peterson","Environmental Pollution 
",3,3,3,51,21Jul20,"On-road emissions are a major contributor to rising concentrations of atmospheric greenhouse gases. In this study, we applied a downscaling methodology based on commonly available spatial parameters to model on-road CO2 emissions at the 1 × 1 km scale for the Boston, MA region and tested our approach with surface-level CO2 observations. Using two previously constructed emissions inventories with differing spatial patterns and underlying data sources, we developed regression models based on impervious surface area and volume-weighted road density that could be scaled to any resolution. We found that the models accurately reflected the inventories at their original scales (R2 = 0.63 for both models) and exhibited a strong relationship with observed CO2 mixing ratios when downscaled across the region. Moreover, the improved spatial agreement of the models over the original inventories confirmed that either product represents a viable basis for downscaling in other metropolitan regions, even with limited data.",,,,,,,,,,,,,,,,,,
grant.2998729,949036,A global analysis of the impacts of urbanization on bird and plant diversity reveals key anthropogenic drivers,2014,"Aronson, M., La Sorte, F., Katti, M., Nilon, C.H., Warren, P.S., Goddard, M., Lepczyk, C., Williams, N., Cilliers, S., Clarkson, B., Koojimans, J.L., MacGregor-Fors, I., Mortberg, U., Werner, P., Siebert, S., Dobbs, C., Hedblom, M., Kuehn, I., McDonnell.",Proceedings of the Royal Society B,2,2,3,683,22Apr20,"Urbanization contributes to the loss of the world's biodiversity and the homogenization of its biota. However, comparative studies of urban biodiversity leading to robust generalities of the status and drivers of biodiversity in cities at the global scale are lacking. Here, we compiled the largest global dataset to date of two diverse taxa in cities: birds (54 cities) and plants (110 cities). We found that the majority of urban bird and plant species are native in the world's cities. Few plants and birds are cosmopolitan, the most common being Columba livia and Poa annua. The density of bird and plant species (the number of species per km2) has declined substantially: only 8% of native bird and 25% of native plant species are currently present compared with estimates of non-urban density of species. The current density of species in cities and the loss in density of species was best explained by anthropogenic features (landcover, city age) rather than by non-anthropogenic factors (geography, climate, topography). As urbanization continues to expand, efforts directed towards the conservation of intact vegetation within urban landscapes could support higher concentrations of both bird and plant species. Despite declines in the density of species, cities still retain endemic native species, thus providing opportunities for regional and global biodiversity conservation, restoration and education.",,,,,,,,,,,,,,,,,,
grant.2999403,1010204,"The yellow fever mosquito, Aedes (Stegomyia) aegypti, in the continental United States: A vector at the cool margin of its geographic range",2013,Eisen and Moore,Journal of Medical Entomology,1,2,1,109,16Apr2020,"After more than a half century without recognized local dengue outbreaks in the continental United States, there were recent outbreaks of autochthonous dengue in the southern parts of Texas (2004–2005) and Florida (2009–2011). This dengue reemergence has provoked interest in the extent of the future threat posed by the yellow fever mosquito, Aedes (Stegomyia) aegypti (L.), the primary vector of dengue and yellow fever viruses in urban settings, to human health in the continental United States. Ae. aegypti is an intriguing example of a vector species that not only occurs in the southernmost portions of the eastern United States today but also is incriminated as the likely primary vector in historical outbreaks of yellow fever as far north as New York, Philadelphia, and Boston, from the 1690s to the 1820s. For vector species with geographic ranges limited, in part, by low temperature and cool range margins occurring in the southern part of the continental United States, as is currently the case for Ae. aegypti, it is tempting to speculate that climate warming may result in a northward range expansion (similar to that seen for Ixodes tick vectors of Lyme borreliosis spirochetes in Scandinavia and southern Canada in recent decades). Although there is no doubt that climate conditions directly impact many aspects of the life history of Ae. aegypti, this mosquito also is closely linked to the human environment and directly influenced by the availability of water-holding containers for oviposition and larval development. Competition with other container-inhabiting mosquito species, particularly Aedes (Stegomyia) albopictus (Skuse), also may impact the presence and local abundance of Ae. aegypti. Field-based studies that focus solely on the impact of weather or climate factors on the presence and abundance of Ae. aegypti, including assessments of the potential impact of climate warming on the mosquito's future range and abundance, do not consider the potential confounding effects of socioeconomic factors or biological competitors for establishment and proliferation of Ae. aegypti. The results of such studies therefore should not be assumed to apply in areas with different socioeconomic conditions or composition of container-inhabiting mosquito species. For example, results from field-based studies at the high altitude cool margins for Ae. aegypti in Mexico's central highlands or the Andes in South America cannot be assumed to be directly applicable to geographic areas in the United States with comparable climate conditions. Unfortunately, we have a very poor understanding of how climatic drivers interact with the human landscape and biological competitors to impact establishment and proliferation of Ae. aegypti at the cool margin of its range in the continental United States. A first step toward assessing the future threat this mosquito poses to human health in the continental United States is to design and conduct studies across strategic climatic and socioeconomic gradients in the United States (including the U.S.–Mexico border area) to determine the permissiveness of the coupled natural and human environment for Ae. aegypti at the present time. This approach will require experimental studies and field surveys that focus specifically on climate conditions relevant to the continental United States. These studies also must include assessments of how the human landscape, particularly the impact of availability of larval developmental sites and the permissiveness of homes for mosquito intrusion, and the presence of other container-inhabiting mosquitoes that may compete with Ae. aegypti for larval habitat affects the ability of Ae. aegypti to establish and proliferate. Until we are armed with such knowledge, it is not possible to meaningfully assess the potential for climate warming to impact the proliferation potential for Ae. aegypti in the United States outside of the geographic areas where the mosquito already is firmly established, and even less so for dengue virus transmission and dengue disease in humans.",,,,,,,,,,,,,,,,,,
grant.2999403,1010204,"""The dengue virus mosquito vector Aedes aegypti at high elevation in México",2013,Lozano-Fuentes et al. ,American Journal of Tropical Medicine and Hygiene,3,3,3,114,16Apr2020,"México has cities (e.g., México City and Puebla City) located at elevations > 2,000 m and above the elevation ceiling below which local climates allow the dengue virus mosquito vector Aedes aegypti to proliferate. Climate warming could raise this ceiling and place high-elevation cities at risk for dengue virus transmission. To assess the elevation ceiling for Ae. aegypti and determine the potential for using weather/climate parameters to predict mosquito abundance, we surveyed 12 communities along an elevation/climate gradient from Veracruz City (sea level) to Puebla City (∼2,100 m). Ae. aegypti was commonly encountered up to 1,700 m and present but rare from 1,700 to 2,130 m. This finding extends the known elevation range in México by > 300 m. Mosquito abundance was correlated with weather parameters, including temperature indices. Potential larval development sites were abundant in Puebla City and other high-elevation communities, suggesting that Ae. aegypti could proliferate should the climate become warmer.",,,,,,,,,,,,,,,,,,
